applicant_id,name,name_first,name_last,address_full,state,zip_code,dob,age,fico,loan_to_value,gender,occupation,loan_term,rate_type,denied
10489,James Warner,James,Warner,"38583 Hubbard Green Suite 492
Port Michael, PW 11339",PW,11339,1989-01-10,34,729.0,57.02,male,plumber,30,FIXED,0
10490,Juan Garrison,Juan,Garrison,"141 West Road Suite 420
Ericksonbury, AL 40919",AL,40919,1975-11-16,47,460.0,67.25,male,plumber,30,FIXED,1
10491,Holly Webb,Holly,Webb,"8732 Simmons Glen Apt. 787
Lopezfurt, PR 06077",PR,06077,1988-06-09,34,736.0,49.12,female,electrician,30,FIXED,1
10492,Kenneth Beck,Kenneth,Beck,"0539 Salinas Gateway Apt. 663
New Nicholas, SC 64619",SC,64619,1960-09-27,62,361.0,85.31,male,dentist,30,FIXED,1
10493,Richard Beck,Richard,Beck,"3082 Shaun Lane
Mistyland, MH 51818",MH,51818,1996-07-01,26,793.0,30.6,male,accountant,30,FIXED,0
10494,Stephanie Brock,Stephanie,Brock,"44832 David Ferry Apt. 138
Lake Joseph, MI 31055",MI,31055,1955-01-29,68,787.0,20.76,female,teacher,30,FIXED,0
10495,Erica Rasmussen,Erica,Rasmussen,"084 Walsh Tunnel
Mcdanielchester, GU 63968",GU,63968,1970-10-19,52,366.0,94.12,female,stockbroker,30,FIXED,1
10496,Ms. Patricia Martinez,Patricia,Martinez,"95758 Wheeler Hill
Leonardview, UT 77882",UT,77882,1965-11-14,57,464.0,69.33,female,accountant,15,FIXED,1
10497,Stephanie Gonzalez,Stephanie,Gonzalez,"92975 Burns Camp
Nguyenmouth, VA 03173",VA,03173,1987-03-20,36,656.0,61.09,female,librarian,30,FIXED,0
10498,John Waters,John,Waters,"380 Miller Skyway
Port Nicholas, AZ 71081",AZ,71081,1994-04-05,29,458.0,84.97,male,plumber,30,FIXED,1
10499,Anne Hickman,Anne,Hickman,"8627 Medina Dale
Port Joshua, IN 07686",IN,07686,1972-11-22,50,640.0,63.35,female,mechanic,30,FIXED,1
10500,Teresa Armstrong,Teresa,Armstrong,"USNS Rosario
FPO AE 59220",AE,59220,1975-09-29,47,792.0,32.76,female,retired,30,FIXED,0
10501,Megan Lane,Megan,Lane,"64613 Lane Alley Suite 676
Gomezville, KY 30025",KY,30025,1964-11-28,58,346.0,73.95,female,mechanic,30,FIXED,1
10502,Madison Erickson,Madison,Erickson,"PSC 0352, Box 3324
APO AE 53517",AE,53517,1958-10-10,64,561.0,60.01,female,salesman,30,FIXED,1
10503,Benjamin Sherman,Benjamin,Sherman,"3326 Todd Radial Apt. 106
Colemanland, MD 21275",MD,21275,1958-05-02,64,641.0,39.94,male,retired,30,FIXED,0
10504,Brian Gutierrez,Brian,Gutierrez,"1241 Castro Garden
Martinezbury, NY 19964",NY,19964,1951-04-09,72,634.0,55.09,male,lawyer,30,FIXED,0
10505,Denise Haney,Denise,Haney,"8855 George Ranch
East Kathy, NC 64539",NC,64539,1968-05-14,54,455.0,58.04,female,accountant,30,FIXED,1
10506,Jennifer Lopez,Jennifer,Lopez,"70817 Karen Place Apt. 834
Reedmouth, AS 36577",AS,36577,1972-09-24,50,743.0,51.62,female,dentist,15,FIXED,0
10507,Jasmine Terry,Jasmine,Terry,"941 Stevens Corners Suite 836
West Christopherfort, PW 00716",PW,00716,1975-08-14,47,797.0,38.63,female,librarian,30,FIXED,0
10508,Kristi Howard,Kristi,Howard,"PSC 6998, Box 0445
APO AA 82927",AA,82927,1982-12-30,40,793.0,7.47,female,retired,30,FIXED,0
10509,Eric Adams,Eric,Adams,"PSC 6811, Box 5079
APO AE 38294",AE,38294,1967-05-19,55,352.0,88.44,male,plumber,15,FIXED,1
10510,Shari Merritt,Shari,Merritt,"1520 Mallory Causeway
Port Williammouth, LA 44429",LA,44429,1971-10-17,51,351.0,89.28,female,salesman,30,FIXED,1
10511,Ashley Moyer,Ashley,Moyer,"Unit 3229 Box 4633
DPO AP 51899",AP,51899,1983-04-14,40,579.0,73.32,female,salesman,30,FIXED,0
10512,Jeffrey Myers,Jeffrey,Myers,"USNV Hernandez
FPO AP 17423",AP,17423,1964-09-21,58,359.0,83.51,male,teacher,30,FIXED,1
10513,Jason French,Jason,French,"4360 Thompson Point
Lake Charles, ND 89532",ND,89532,1978-02-16,45,646.0,61.59,male,teacher,30,FIXED,0
10514,Kimberly Miller,Kimberly,Miller,"0944 Garner Branch Suite 109
Port Cody, NE 13791",NE,13791,1984-04-22,39,798.0,46.66,female,mechanic,30,FIXED,1
10515,Jennifer Martin,Jennifer,Martin,"USCGC Johnson
FPO AP 69604",AP,69604,1971-12-12,51,411.0,71.73,female,lawyer,30,FIXED,1
10516,Cassandra Smith,Cassandra,Smith,"0157 Matthew Wells Suite 624
Martinezberg, NJ 14499",NJ,14499,1977-03-06,46,371.0,74.95,female,accountant,30,FIXED,1
10517,Francisco James,Francisco,James,"Unit 8339 Box 4217
DPO AE 37218",AE,37218,1989-01-09,34,426.0,87.98,male,doctor,30,FIXED,1
10518,Nichole Lloyd,Nichole,Lloyd,"698 Christopher Summit Apt. 757
Lake Amanda, HI 20466",HI,20466,1961-02-21,62,799.0,23.03,female,salesman,30,FIXED,0
10519,Keith Freeman,Keith,Freeman,"398 Jennifer Plains
Josephchester, MP 85020",MP,85020,1987-03-31,36,808.0,32.33,male,dentist,30,FIXED,0
10520,Christopher Wallace,Christopher,Wallace,"202 Jason Parkway
Caseystad, NM 75009",NM,75009,1951-05-19,71,619.0,55.93,male,dentist,30,FIXED,0
10521,Mr. Christopher Brown,Christopher,Brown,"675 Jennifer Inlet
Brittanyville, PR 75743",PR,75743,1978-08-22,44,345.0,82.9,male,librarian,30,FIXED,1
10522,Christine Swanson,Christine,Swanson,"5664 Jesse Course Apt. 958
Andersontown, OH 60014",OH,60014,1992-11-03,30,806.0,38.91,female,dentist,30,FIXED,0
10523,James Miller,James,Miller,"592 Zoe Ramp Suite 540
North Kerrychester, IL 78928",IL,78928,1993-08-21,29,361.0,90.48,male,plumber,30,FIXED,1
10524,Philip Thomas,Philip,Thomas,"66498 Murphy Tunnel Suite 333
Lake Nancytown, NE 69355",NE,69355,1962-07-11,60,797.0,20.38,male,dentist,15,FIXED,0
10525,Laurie Watson,Laurie,Watson,"97718 Harry Turnpike Apt. 185
New Brendaton, KS 64047",KS,64047,1990-07-23,32,348.0,89.87,female,lawyer,30,FIXED,1
10526,James White,James,White,"476 Walker Fields
Nancybury, MO 83698",MO,83698,1974-12-22,48,604.0,64.95,male,doctor,30,FIXED,1
10527,Michael Alexander,Michael,Alexander,"Unit 6607 Box 0303
DPO AE 07048",AE,07048,1954-10-17,68,539.0,62.72,male,student,30,FIXED,1
10528,Jerry Schmidt,Jerry,Schmidt,"61053 Walker Summit
Carlosmouth, PW 53252",PW,53252,2000-05-25,22,565.0,55.11,male,librarian,30,FIXED,0
10529,Kathryn Walls,Kathryn,Walls,"USCGC Delgado
FPO AA 89384",AA,89384,1978-07-27,44,787.0,39.55,female,nurse,30,FIXED,1
10530,William Rowe,William,Rowe,"514 Wilcox Fork Apt. 187
Brewerchester, ND 59276",ND,59276,1968-03-11,55,529.0,55.71,male,salesman,30,FIXED,1
10531,Cynthia Porter,Cynthia,Porter,"549 Jessica Island Suite 579
New Jimmy, KY 36672",KY,36672,1991-12-31,31,363.0,86.64,female,salesman,30,FIXED,1
10532,Dr. Amber Reyes,Amber,Reyes,"77884 Gomez Ways
New Leahfurt, NY 34527",NY,34527,1975-12-05,47,752.0,44.24,female,librarian,15,FIXED,0
10533,Debbie Graham,Debbie,Graham,"01912 Jennifer Lane Suite 799
Potterstad, PR 26784",PR,26784,1951-09-20,71,797.0,35.15,female,contractor,30,FIXED,0
10534,Tina Cole,Tina,Cole,"58300 Nicole Stream
Frankhaven, DE 85180",DE,85180,1953-10-25,69,801.0,26.53,female,plumber,30,FIXED,0
10535,Suzanne Lutz,Suzanne,Lutz,"88841 Ashley Flats Apt. 680
North Kyle, NJ 60157",NJ,60157,1987-02-27,36,335.0,65.57,female,student,30,FIXED,1
10536,Audrey Hurst,Audrey,Hurst,"787 Tammy Flat
North Robert, IN 27860",IN,27860,1987-10-28,35,413.0,72.13,female,mechanic,30,FIXED,1
10537,Melissa Smith,Melissa,Smith,"818 Wood Springs
Port Dustin, MO 65170",MO,65170,1975-10-12,47,640.0,61.2,female,accountant,30,FIXED,0
10538,Tina White,Tina,White,"059 George Dale
Thompsonton, VI 37094",VI,37094,1991-05-02,31,533.0,59.9,female,salesman,30,FIXED,1
10539,Maureen Phillips,Maureen,Phillips,"53625 Coleman Shore
Gainesstad, MI 42205",MI,42205,1958-08-27,64,810.0,24.28,female,teacher,30,FIXED,0
10540,Cynthia Lewis,Cynthia,Lewis,"265 Calhoun Lodge
East Jeffreyside, NJ 24457",NJ,24457,1995-07-14,27,353.0,93.19,female,electrician,30,FIXED,1
10541,Vanessa Anderson,Vanessa,Anderson,"9271 Johnson Motorway
Lake Kenneth, TX 42491",TX,42491,1969-01-02,54,523.0,58.74,female,accountant,30,FIXED,1
10542,Rodney Bell,Rodney,Bell,"Unit 6285 Box 6698
DPO AE 08501",AE,08501,2001-08-20,21,591.0,68.18,male,librarian,30,FIXED,0
10543,Dr. Rachel Quinn DVM,Rachel,Quinn,"62691 Brandon Ports
South Joshuachester, MO 93914",MO,93914,1996-10-04,26,792.0,6.73,female,retired,30,FIXED,0
10544,Jill Harrison,Jill,Harrison,"6478 Nash Course Suite 783
Robertport, RI 88741",RI,88741,1965-12-16,57,801.0,25.57,female,nurse,30,FIXED,1
10545,Richard Floyd,Richard,Floyd,"54413 Bradley Rest
North Michelle, MA 49244",MA,49244,1989-12-09,33,487.0,61.05,male,salesman,30,FIXED,1
10546,Jose Stephens,Jose,Stephens,"05676 Harper Underpass
Davisville, WI 12751",WI,12751,1976-06-04,46,666.0,67.84,male,contractor,30,FIXED,0
10547,Jennifer Mora,Jennifer,Mora,"295 Megan Island
Johnport, FM 52221",FM,52221,1954-02-05,69,808.0,21.94,female,mechanic,30,FIXED,0
10548,Chelsea Leach,Chelsea,Leach,"Unit 9393 Box 6104
DPO AP 62207",AP,62207,1998-06-20,24,742.0,48.95,female,student,30,FIXED,0
10549,Brandon Lewis,Brandon,Lewis,"921 Jonathan Trafficway
Blakeview, NJ 25516",NJ,25516,1954-07-12,68,354.0,82.33,male,mechanic,15,FIXED,1
10550,Matthew Lee,Matthew,Lee,"94251 David Trail Apt. 205
Port Dylanmouth, AL 99906",AL,99906,1965-10-17,57,810.0,11.35,male,retired,30,FIXED,0
10551,Barry Hurley,Barry,Hurley,"535 Brianna Row
Lake Robin, CO 77134",CO,77134,1954-06-11,68,797.0,22.21,male,salesman,30,FIXED,0
10552,Mallory Williams,Mallory,Williams,"218 Knight Field
Port Connie, SC 85629",SC,85629,2003-02-14,20,804.0,41.12,female,nurse,30,FIXED,0
10553,Sarah Weaver,Sarah,Weaver,"PSC 4437, Box 6161
APO AE 40557",AE,40557,1950-06-22,72,353.0,86.86,female,salesman,30,FIXED,1
10554,Stephen Smith,Stephen,Smith,"542 David Parkways Suite 717
Williamstown, MA 34654",MA,34654,1971-12-25,51,598.0,64.39,male,salesman,30,FIXED,0
10555,Amy Valdez,Amy,Valdez,"027 Casey Valley
Fisherborough, UT 94443",UT,94443,1981-07-13,41,438.0,81.22,female,accountant,15,FIXED,1
10556,Tracey Davis,Tracey,Davis,"Unit 3636 Box 1410
DPO AA 49838",AA,49838,1954-09-11,68,804.0,43.62,female,doctor,30,FIXED,0
10557,Mary Gilmore,Mary,Gilmore,"467 John Springs
Jonathanfurt, PW 03339",PW,03339,1962-07-05,60,790.0,8.45,female,retired,30,FIXED,0
10558,Kyle Wagner,Kyle,Wagner,"408 Andrew Turnpike
Juanfort, RI 14436",RI,14436,1967-12-25,55,551.0,60.14,female,mechanic,30,FIXED,0
10559,Alex Martin,Alex,Martin,"86776 Whitney Dale
Austinland, MA 14806",MA,14806,1952-06-27,70,369.0,73.59,male,salesman,30,FIXED,1
10560,Chad Cox,Chad,Cox,"818 Charles Fork Suite 158
East Troyton, SC 10256",SC,10256,1954-08-30,68,478.0,70.83,male,lawyer,30,FIXED,1
10561,Sarah Clark,Sarah,Clark,"052 Murphy Underpass Suite 244
North Lindsay, IA 08424",IA,08424,1960-06-27,62,405.0,67.33,female,stockbroker,30,FIXED,1
10562,Jennifer Collins,Jennifer,Collins,"760 West Inlet
Rodriguezshire, UT 90062",UT,90062,1952-02-12,71,350.0,81.82,female,student,30,FIXED,1
10563,Andrea Gonzalez,Andrea,Gonzalez,"172 Davenport Square Apt. 376
Shannonview, NE 73397",NE,73397,1988-01-12,35,346.0,89.39,female,mechanic,30,FIXED,1
10564,Christopher Wiggins,Christopher,Wiggins,"5194 Bradley Forest Suite 615
Port Nicolestad, FL 87030",FL,87030,1967-01-04,56,669.0,59.5,male,accountant,30,FIXED,0
10565,Ann Medina,Ann,Medina,"87356 Kirk Skyway
East Stephen, NJ 46115",NJ,46115,1962-07-31,60,652.0,46.32,female,nurse,30,FIXED,1
10566,Bobby Ibarra,Bobby,Ibarra,"63495 Mcconnell Lights
Katherineshire, MN 61337",MN,61337,1958-02-01,65,373.0,92.21,male,plumber,15,FIXED,1
10567,Austin Mitchell,Austin,Mitchell,"6725 William Squares Suite 508
Haynesside, MP 75505",MP,75505,1981-06-18,41,793.0,22.34,male,retired,30,FIXED,0
10568,Gary Thomas,Gary,Thomas,"358 Long Causeway
Holderside, MS 76637",MS,76637,1988-03-15,35,363.0,92.85,male,dentist,30,FIXED,1
10569,Kathryn Brown,Kathryn,Brown,"PSC 4864, Box 0549
APO AP 28254",AP,28254,1950-08-23,72,691.0,53.22,female,accountant,30,FIXED,1
10570,Craig Parker,Craig,Parker,"PSC 5558, Box 6803
APO AA 04779",AA,04779,1976-04-12,47,611.0,52.29,male,accountant,15,FIXED,0
10571,Adam Powers,Adam,Powers,"912 Ramirez Hill
Mcgeestad, MN 61617",MN,61617,1973-02-22,50,641.0,58.65,male,salesman,30,FIXED,0
10572,Andrew Green,Andrew,Green,"33452 Lopez Light
South James, NE 03017",NE,03017,1956-03-29,67,797.0,35.99,male,accountant,30,FIXED,1
10573,Kevin Golden,Kevin,Golden,"56044 Jennifer Causeway
New Autumn, WY 98709",WY,98709,1970-11-23,52,488.0,79.37,male,plumber,30,FIXED,1
10574,Diana Williams,Diana,Williams,"5279 Nguyen Junctions
East Justinborough, MH 60312",MH,60312,1991-04-20,32,604.0,49.56,female,contractor,30,FIXED,0
10575,Briana Duncan,Briana,Duncan,"289 Ronald Points Apt. 922
Luisborough, MT 42233",MT,42233,1982-06-12,40,799.0,10.57,female,retired,30,FIXED,0
10576,Joseph Jones,Joseph,Jones,"441 Henry Landing Suite 895
North Sarahhaven, ID 70231",ID,70231,1988-06-10,34,789.0,46.28,male,librarian,15,FIXED,0
10577,Eric Garcia,Eric,Garcia,"91612 Johnson Keys Apt. 184
East Kerrybury, NV 28999",NV,28999,1967-10-03,55,777.0,38.14,male,mason,30,FIXED,0
10578,Jack Johnson,Jack,Johnson,"85672 Rios Shores
Clarketon, SC 69485",SC,69485,1969-10-13,53,808.0,21.85,male,fireman,30,FIXED,0
10579,Dr. Sherry Skinner,Sherry,Skinner,"0690 Joseph Plaza Suite 180
Lake Christopher, PW 89396",PW,89396,1989-08-18,33,582.0,71.49,female,librarian,30,FIXED,0
10580,Susan Allen MD,Susan,Allen,"56257 Bennett Neck Suite 105
Elizabethtown, OH 74260",OH,74260,2000-01-29,23,606.0,56.23,female,contractor,30,FIXED,0
10581,Sarah Heath,Sarah,Heath,"99000 Laura Squares Apt. 216
Martinfurt, UT 99680",UT,99680,1974-10-21,48,797.0,30.52,female,nurse,30,FIXED,1
10582,Peter Shaw,Peter,Shaw,"629 Conway Terrace Apt. 585
Denisehaven, HI 40086",HI,40086,1976-12-06,46,555.0,57.39,male,student,30,FIXED,0
10583,Nicole Harris,Nicole,Harris,"02763 Turner Causeway Suite 988
South Diana, WA 15885",WA,15885,1980-12-06,42,353.0,67.2,female,accountant,30,FIXED,1
10584,Alexandra Rodriguez,Alexandra,Rodriguez,"9958 George Radial Apt. 127
Port Robertchester, WI 47643",WI,47643,1987-07-23,35,575.0,68.82,female,nurse,30,FIXED,1
10585,Mrs. Anita Sheppard,Anita,Sheppard,"05595 Stewart Neck Apt. 637
Davidmouth, AR 18943",AR,18943,1980-05-30,42,357.0,85.25,female,plumber,30,FIXED,1
10586,Matthew Edwards,Matthew,Edwards,"1189 Hernandez Prairie Suite 180
South Zacharymouth, MO 81007",MO,81007,1987-08-13,35,598.0,40.99,male,stockbroker,30,FIXED,0
10587,Jerry Richardson,Jerry,Richardson,"85053 Heather Park Suite 724
Wandaport, UT 82842",UT,82842,1991-01-25,32,357.0,80.75,male,software developer,30,FIXED,1
10588,Stacey Martin,Stacey,Martin,"325 Hernandez Locks
Ramirezchester, AR 36502",AR,36502,1960-09-28,62,608.0,52.99,female,fireman,30,FIXED,0
10589,Ann Morris,Ann,Morris,"998 Reeves Cove Apt. 699
Garciaville, AS 28685",AS,28685,1960-10-26,62,355.0,78.45,female,nurse,30,FIXED,1
10590,Alexandria Mitchell,Alexandria,Mitchell,"481 Brady Meadow
Denisechester, AK 62018",AK,62018,1974-07-01,48,770.0,47.82,female,lawyer,30,FIXED,0
10591,Pamela Kramer,Pamela,Kramer,"3729 William Shore
Lake Amandamouth, AL 47622",AL,47622,1976-07-15,46,652.0,59.77,female,lawyer,30,FIXED,0
10592,Emma Finley,Emma,Finley,"44995 Coleman View Suite 422
Antoniomouth, IL 74426",IL,74426,1958-09-27,64,716.0,51.96,female,mechanic,30,FIXED,0
10593,Joseph Dalton,Joseph,Dalton,"9095 Mclaughlin Squares Suite 653
North Robertmouth, WV 24386",WV,24386,1978-04-20,45,795.0,22.58,male,retired,30,FIXED,0
10594,James Young,James,Young,"45304 Mitchell Oval Apt. 694
Port Joshuafort, FM 94915",FM,94915,1989-06-16,33,796.0,26.44,male,fireman,30,FIXED,0
10595,Gregory Swanson IV,Gregory,Swanson,"8007 Jackson Streets Suite 157
Port Michaelview, MO 23434",MO,23434,1964-01-31,59,421.0,72.89,male,contractor,30,FIXED,1
10596,Michelle Pace,Michelle,Pace,"66228 Castillo Land Suite 698
Copelandmouth, AR 86379",AR,86379,1999-09-03,23,497.0,71.61,female,doctor,30,FIXED,1
10597,Rebekah Mccall,Rebekah,Mccall,"399 Barajas River
Michaelmouth, IA 51099",IA,51099,1965-04-03,58,559.0,51.15,female,dentist,30,FIXED,0
10598,Mandy Walker,Mandy,Walker,"0173 Patrick Mountain Apt. 259
Danielland, TX 20211",TX,20211,1988-07-08,34,801.0,30.17,female,doctor,30,FIXED,0
10599,Melanie Glenn,Melanie,Glenn,"57039 Smith Trace
Tammyburgh, IA 04672",IA,04672,1967-08-10,55,790.0,28.95,female,electrician,30,FIXED,0
10600,Ms. Natalie Rowe,Natalie,Rowe,"378 Collins Fields Apt. 468
Smallland, MD 87679",MD,87679,1968-05-31,54,358.0,89.18,female,salesman,30,FIXED,1
10601,Alisha Sanford,Alisha,Sanford,"833 Reed Throughway Apt. 942
Hartmanborough, ND 38645",ND,38645,1997-11-23,25,474.0,53.74,female,teacher,30,FIXED,1
10602,Joseph Flynn,Joseph,Flynn,"711 Tony Court
North Lisafurt, CT 05585",CT,05585,1958-09-27,64,493.0,65.49,male,electrician,30,FIXED,1
10603,Adam Smith,Adam,Smith,"941 Brooks Plains Apt. 591
Angelafurt, MS 31143",MS,31143,1959-06-19,63,646.0,47.22,male,salesman,30,FIXED,0
10604,Alexis Dalton,Alexis,Dalton,"88321 Doyle Plaza
North Nicole, ND 11325",ND,11325,1980-04-09,43,804.0,25.34,male,stockbroker,30,FIXED,0
10605,Patricia Taylor,Patricia,Taylor,"6691 Lawson Manor Suite 782
Williamfort, NY 77041",NY,77041,1965-11-06,57,491.0,62.17,female,lawyer,30,FIXED,1
10606,Joshua King,Joshua,King,"4600 Gomez Rapids Suite 866
Veronicafort, RI 05322",RI,05322,1958-09-21,64,705.0,49.38,male,plumber,30,FIXED,0
10607,Anthony Montgomery,Anthony,Montgomery,"35617 Teresa Branch Apt. 175
North Barbara, IN 75588",IN,75588,1992-12-03,30,710.0,65.16,male,stockbroker,30,FIXED,0
10608,Carrie Cunningham,Carrie,Cunningham,"0200 Davis Forks Apt. 666
New Brad, FL 96666",FL,96666,1963-08-09,59,804.0,37.02,female,stockbroker,30,FIXED,0
10609,Heidi Hill,Heidi,Hill,"2244 Bates Forks Suite 811
Jenniferland, NJ 72702",NJ,72702,1980-07-06,42,779.0,48.72,female,teacher,30,FIXED,0
10610,Sheila Barnes,Sheila,Barnes,"971 Lane Crest
Port Jacqueline, MT 22809",MT,22809,1988-10-17,34,788.0,39.12,female,contractor,30,FIXED,0
10611,Chloe Torres,Chloe,Torres,"781 Jason Divide
New Brandon, VI 21326",VI,21326,1999-04-08,24,374.0,69.76,female,nurse,30,FIXED,1
10612,Dennis Robertson,Dennis,Robertson,"USCGC Smith
FPO AP 18424",AP,18424,1979-12-09,43,807.0,15.89,male,retired,30,FIXED,0
10613,Juan Morgan,Juan,Morgan,"2733 Ruth Square Suite 829
Everettfort, WI 86702",WI,86702,1973-12-02,49,785.0,35.39,male,doctor,30,FIXED,0
10614,David Deleon,David,Deleon,"Unit 1591 Box 5660
DPO AP 14030",AP,14030,1987-02-11,36,464.0,68.83,male,stockbroker,30,FIXED,1
10615,Michael Hernandez,Michael,Hernandez,"623 Michael View Apt. 982
Aprilport, WV 03855",WV,03855,2001-05-24,21,350.0,85.9,male,librarian,30,FIXED,1
10616,Katherine Stafford,Katherine,Stafford,"5196 Matthew Estates
South Ryanside, FM 73854",FM,73854,1986-05-02,36,813.0,26.14,female,dentist,15,FIXED,0
10617,Bruce Melendez,Bruce,Melendez,"6936 Herrera Landing
Lake Jennifer, MS 60702",MS,60702,1992-03-13,31,560.0,68.64,male,salesman,30,FIXED,1
10618,Marvin Adams,Marvin,Adams,"14986 Samantha Springs Apt. 445
Parkershire, MP 54997",MP,54997,1993-11-28,29,757.0,52.63,male,software developer,30,FIXED,0
10619,Michelle Nguyen,Michelle,Nguyen,"8533 Michael Terrace Suite 704
Garyshire, AK 28178",AK,28178,1958-01-08,65,481.0,71.25,female,mechanic,30,FIXED,1
10620,Sarah Morse,Sarah,Morse,"500 Davis Path Apt. 581
Kellymouth, NC 31085",NC,31085,1965-07-21,57,332.0,94.81,female,contractor,30,FIXED,1
10621,Glenn Murray,Glenn,Murray,"685 Turner Crescent
South Adrienne, DC 15183",DC,15183,1998-11-19,24,376.0,80.09,male,salesman,30,FIXED,1
10622,Kathleen Ware,Kathleen,Ware,"PSC 7066, Box 5082
APO AE 05009",AE,05009,1994-09-06,28,802.0,57.46,female,accountant,30,FIXED,0
10623,Tara Santos,Tara,Santos,"099 Mercado Hill
Jeremyberg, AS 54092",AS,54092,1979-11-13,43,793.0,27.77,female,stockbroker,15,FIXED,0
10624,Faith Lutz,Faith,Lutz,"045 Campbell Points Suite 085
Harrismouth, AK 42683",AK,42683,1993-04-22,30,803.0,37.77,female,plumber,30,FIXED,0
10625,James Saunders,James,Saunders,"02752 Baker Run
Scottburgh, KY 15525",KY,15525,1953-11-09,69,355.0,67.56,male,data scientist,30,FIXED,1
10626,Wendy Hodges,Wendy,Hodges,"3002 Ryan Spurs
East Davidshire, MH 88747",MH,88747,1955-05-12,67,767.0,45.36,female,plumber,30,FIXED,0
10627,Linda Kelley,Linda,Kelley,"350 Phillip Mountains Suite 203
West Deborah, ND 15467",ND,15467,1988-01-30,35,824.0,30.64,female,teacher,30,FIXED,0
10628,Robert Cox,Robert,Cox,"1521 Gonzales Inlet
Lucasbury, WI 97220",WI,97220,1993-01-02,30,812.0,31.16,male,dentist,30,FIXED,0
10629,Ryan Fields,Ryan,Fields,"6119 Tracey Throughway Suite 235
Simpsonhaven, AK 14501",AK,14501,1987-08-29,35,365.0,92.76,male,librarian,30,FIXED,1
10630,Susan Brown,Susan,Brown,"52078 Brandon Trafficway Apt. 270
Lake Jasonview, VT 65462",VT,65462,1959-06-15,63,799.0,23.9,female,teacher,30,FIXED,0
10631,Matthew Francis,Matthew,Francis,"98802 Mason Streets
Phillipbury, AZ 04195",AZ,04195,1985-12-07,37,779.0,42.06,male,accountant,15,FIXED,0
10632,Sarah Turner,Sarah,Turner,"35727 Wright Landing Suite 127
Port Reneechester, NC 91674",NC,91674,1963-04-13,60,756.0,35.57,female,teacher,30,FIXED,0
10633,Brooke Sosa,Brooke,Sosa,"727 Stokes Ranch Apt. 752
Lake Wendytown, AK 04817",AK,04817,1972-07-17,50,505.0,66.88,female,mechanic,15,FIXED,1
10634,Philip Heath,Philip,Heath,"6267 Hernandez Mall Apt. 360
Moorefurt, DE 81752",DE,81752,1974-11-08,48,353.0,70.31,male,electrician,30,FIXED,1
10635,Teresa Leonard,Teresa,Leonard,"6717 Maria Club
Monicaton, MI 09503",MI,09503,1998-04-25,24,626.0,69.45,female,fireman,15,FIXED,1
10636,Karen Simpson,Karen,Simpson,"43868 Ortiz Views
North Nicoleburgh, ID 42297",ID,42297,1966-06-13,56,344.0,91.47,female,nurse,30,FIXED,1
10637,Natasha Garrett,Natasha,Garrett,"79235 Summers Summit
South Timothy, NC 36057",NC,36057,1990-07-15,32,799.0,23.5,female,electrician,30,FIXED,0
10638,Alison Martinez,Alison,Martinez,"46749 Donald Wells Apt. 178
Lopezfurt, HI 25650",HI,25650,1950-08-24,72,337.0,91.99,female,librarian,30,FIXED,1
10639,Manuel Ruiz,Manuel,Ruiz,"43104 Holly Motorway Suite 695
East Ryanberg, NE 43672",NE,43672,1982-05-03,40,732.0,45.9,male,plumber,30,FIXED,0
10640,Stephanie Higgins,Stephanie,Higgins,"633 Amanda Expressway
North Stevenport, DE 26622",DE,26622,1990-11-17,32,359.0,92.18,female,quantitative researcher,30,FIXED,1
10641,Ronald Brown,Ronald,Brown,"8861 Smith Estate Suite 750
Graymouth, WY 09045",WY,09045,1976-09-30,46,379.0,78.46,male,lawyer,30,FIXED,1
10642,Mary Wilson,Mary,Wilson,"929 Jeffery Cliff
South Natasha, MP 95573",MP,95573,1969-12-22,53,573.0,71.84,female,fireman,30,FIXED,1
10643,Christopher Summers,Christopher,Summers,"USNV Herrera
FPO AA 07806",AA,07806,1991-05-16,31,789.0,22.25,male,doctor,30,FIXED,0
10644,John Richardson,John,Richardson,"66278 Rachel Forest Apt. 910
North Michaelton, DE 04062",DE,04062,1967-10-31,55,808.0,24.47,male,lawyer,30,FIXED,0
10645,Kenneth Jacobs,Kenneth,Jacobs,"8898 John Forge Suite 138
Deborahview, MP 14963",MP,14963,1983-11-13,39,732.0,54.55,male,contractor,30,FIXED,0
10646,Tracy Thomas,Tracy,Thomas,"506 Shelton Garden Suite 713
Lake Oliviaside, MI 21733",MI,21733,1964-06-18,58,388.0,72.51,female,salesman,15,FIXED,1
10647,Andrew Young,Andrew,Young,"75510 Richardson Parks
Kaitlynburgh, ID 80109",ID,80109,1992-11-27,30,347.0,86.72,male,student,30,FIXED,1
10648,James Johnson,James,Johnson,"PSC 1401, Box 8038
APO AE 66604",AE,66604,1986-02-01,37,812.0,23.68,male,electrician,30,FIXED,0
10649,Laura Washington,Laura,Washington,"81879 Mario Square Apt. 885
New Brandon, NV 74522",NV,74522,1988-07-28,34,343.0,83.47,female,nurse,30,FIXED,1
10650,Erica Collins,Erica,Collins,"4139 Mora Village
North Nicole, MH 60857",MH,60857,1970-11-04,52,338.0,88.48,female,plumber,30,FIXED,1
10651,Andrea Watts,Andrea,Watts,"7262 Navarro Spurs
Aaronfurt, MA 11328",MA,11328,1988-02-14,35,450.0,64.96,female,nurse,15,FIXED,1
